                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                0.64203,                0.83179,                0.99941,                0.89228,                0.92957,                  0.995,                0.90031,                0.69938,                0.96356,                 1.0064,             0.00086934,             0.00086934,             0.00086934
                    148,                 0.7621,                0.89754,                 1.1287,                0.95658,                0.94315,                  0.995,                0.83468,                0.76204,                 1.1099,                 1.0169,             0.00086384,             0.00086384,             0.00086384
                    149,                 0.6777,                0.84971,                 1.0738,                0.95658,                0.94315,                  0.995,                0.83468,                0.76204,                 1.1099,                 1.0169,             0.00085834,             0.00085834,             0.00085834
                    150,                0.62021,                0.69969,                0.97049,                0.96373,                0.98678,                  0.995,                0.81072,                0.81641,                0.96226,                 1.0531,             0.00085284,             0.00085284,             0.00085284
                    151,                 0.6687,                0.74505,                0.97555,                0.96373,                0.98678,                  0.995,                0.81072,                0.81641,                0.96226,                 1.0531,             0.00084734,             0.00084734,             0.00084734
                    152,                0.72895,                0.76717,                 1.0468,                0.97714,                      1,                  0.995,                0.82361,                0.84318,                0.81467,                 1.0859,             0.00084184,             0.00084184,             0.00084184
                    153,                0.62679,                0.71867,                 1.0011,                0.97714,                      1,                  0.995,                0.82361,                0.84318,                0.81467,                 1.0859,             0.00083633,             0.00083633,             0.00083633
                    154,                0.67991,                 0.6995,                0.96869,                0.98568,                      1,                  0.995,                0.82431,                0.83351,                0.75102,                 1.1244,             0.00083083,             0.00083083,             0.00083083
                    155,                0.58495,                0.63198,                 0.9421,                0.98568,                      1,                  0.995,                0.82431,                0.83351,                0.75102,                 1.1244,             0.00082533,             0.00082533,             0.00082533
                    156,                0.62898,                0.66415,                0.98262,                0.98859,                0.99793,                  0.995,                0.83636,                0.77442,                0.77056,                 1.0568,             0.00081983,             0.00081983,             0.00081983
                    157,                0.67802,                0.75572,                 1.0316,                0.98859,                0.99793,                  0.995,                0.83636,                0.77442,                0.77056,                 1.0568,             0.00081433,             0.00081433,             0.00081433
                    158,                0.68087,                0.66591,                0.98356,                0.95692,                0.98733,                  0.995,                0.85597,                0.69738,                0.79639,                0.99363,             0.00080883,             0.00080883,             0.00080883
                    159,                0.68169,                0.79245,                 1.0127,                0.95692,                0.98733,                  0.995,                0.85597,                0.69738,                0.79639,                0.99363,             0.00080333,             0.00080333,             0.00080333
                    160,                0.60712,                0.68873,                 0.9558,                 0.9431,                0.98701,                  0.995,                0.85597,                 0.6879,                0.81574,                 0.9744,             0.00079783,             0.00079783,             0.00079783
                    161,                  0.565,                0.66711,                0.96753,                 0.9431,                0.98701,                  0.995,                0.85597,                 0.6879,                0.81574,                 0.9744,             0.00079233,             0.00079233,             0.00079233
                    162,                0.58876,                0.79659,                0.99282,                0.92808,                0.98725,                  0.995,                0.84359,                0.64211,                0.82524,                0.96654,             0.00078682,             0.00078682,             0.00078682
                    163,                0.72654,                0.82605,                 1.0064,                0.92808,                0.98725,                  0.995,                0.84359,                0.64211,                0.82524,                0.96654,             0.00078132,             0.00078132,             0.00078132
                    164,                0.66018,                0.71153,                 1.0181,                0.91647,                0.98535,                  0.995,                0.85925,                 0.6757,                0.85208,                0.98984,             0.00077582,             0.00077582,             0.00077582
                    165,                0.62361,                0.65565,                0.95039,                0.91647,                0.98535,                  0.995,                0.85925,                 0.6757,                0.85208,                0.98984,             0.00077032,             0.00077032,             0.00077032
                    166,                0.67108,                0.72388,                0.99277,                0.89193,                 0.9744,                  0.995,                0.90654,                0.65664,                0.88143,                0.98919,             0.00076482,             0.00076482,             0.00076482
                    167,                0.63675,                0.65985,                0.93886,                0.89193,                 0.9744,                  0.995,                0.90654,                0.65664,                0.88143,                0.98919,             0.00075932,             0.00075932,             0.00075932
                    168,                0.60232,                0.69075,                0.94491,                0.83428,                0.91284,                  0.995,                0.87887,                0.66276,                 1.0043,                0.99272,             0.00075382,             0.00075382,             0.00075382
                    169,                 0.6385,                0.67609,                0.96913,                0.83428,                0.91284,                  0.995,                0.87887,                0.66276,                 1.0043,                0.99272,             0.00074832,             0.00074832,             0.00074832
                    170,                0.59566,                0.61538,                0.96764,                0.79524,                    0.9,                0.97833,                0.80386,                0.68021,                0.98566,                 1.0021,             0.00074282,             0.00074282,             0.00074282
                    171,                0.65264,                0.67786,                0.95891,                0.79524,                    0.9,                0.97833,                0.80386,                0.68021,                0.98566,                 1.0021,             0.00073731,             0.00073731,             0.00073731
                    172,                0.54667,                0.60123,                0.94068,                 0.7782,                0.89146,                0.97833,                0.81801,                0.71227,                 1.0183,                 1.0297,             0.00073181,             0.00073181,             0.00073181
                    173,                0.55182,                0.60241,                0.91938,                 0.7782,                0.89146,                0.97833,                0.81801,                0.71227,                 1.0183,                 1.0297,             0.00072631,             0.00072631,             0.00072631
                    174,                0.52078,                0.60384,                0.91599,                0.81211,                0.88132,                  0.995,                0.81061,                0.74809,                0.89993,                 1.0334,             0.00072081,             0.00072081,             0.00072081
                    175,                0.55955,                0.59428,                0.90932,                0.81211,                0.88132,                  0.995,                0.81061,                0.74809,                0.89993,                 1.0334,             0.00071531,             0.00071531,             0.00071531
                    176,                0.56667,                0.66283,                0.95129,                0.95604,                0.90824,                  0.995,                0.80704,                0.80249,                 0.7689,                  1.055,             0.00070981,             0.00070981,             0.00070981
                    177,                0.59946,                0.67028,                0.97153,                0.95604,                0.90824,                  0.995,                0.80704,                0.80249,                 0.7689,                  1.055,             0.00070431,             0.00070431,             0.00070431
                    178,                0.65176,                0.75478,                0.99025,                0.91969,                0.98892,                  0.995,                0.80703,                 0.8146,                0.70791,                 1.0601,             0.00069881,             0.00069881,             0.00069881
                    179,                0.62602,                 0.6074,                0.97739,                0.91969,                0.98892,                  0.995,                0.80703,                 0.8146,                0.70791,                 1.0601,             0.00069331,             0.00069331,             0.00069331
                    180,                0.64765,                0.65909,                0.95991,                0.96426,                0.99918,                  0.995,                0.81718,                0.83085,                0.72014,                   1.07,              0.0006878,              0.0006878,              0.0006878
                    181,                0.54746,                0.59268,                 0.9132,                0.96426,                0.99918,                  0.995,                0.81718,                0.83085,                0.72014,                   1.07,              0.0006823,              0.0006823,              0.0006823
                    182,                0.56206,                0.61586,                0.97757,                0.98791,                      1,                  0.995,                0.84264,                0.83481,                0.71575,                 1.0717,              0.0006768,              0.0006768,              0.0006768
                    183,                0.59419,                0.68715,                0.99635,                0.98791,                      1,                  0.995,                0.84264,                0.83481,                0.71575,                 1.0717,              0.0006713,              0.0006713,              0.0006713
                    184,                0.53378,                0.64199,                 0.9209,                0.98131,                      1,                  0.995,                0.83647,                 0.7629,                0.70321,                 1.0615,              0.0006658,              0.0006658,              0.0006658
                    185,                 0.5313,                0.62786,                0.91897,                0.98131,                      1,                  0.995,                0.83647,                 0.7629,                0.70321,                 1.0615,              0.0006603,              0.0006603,              0.0006603
                    186,                0.51365,                0.65031,                0.95573,                0.98092,                      1,                  0.995,                0.87001,                0.77327,                0.65315,                 1.0495,              0.0006548,              0.0006548,              0.0006548
                    187,                0.59646,                  0.684,                 1.0091,                0.98092,                      1,                  0.995,                0.87001,                0.77327,                0.65315,                 1.0495,              0.0006493,              0.0006493,              0.0006493
                    188,                0.53212,                 0.5959,                0.91313,                0.98468,                      1,                  0.995,                0.87033,                 0.7372,                0.65011,                 1.0058,              0.0006438,              0.0006438,              0.0006438
                    189,                0.53634,                0.61174,                0.92098,                0.98468,                      1,                  0.995,                0.87033,                 0.7372,                0.65011,                 1.0058,             0.00063829,             0.00063829,             0.00063829
                    190,                 0.5724,                0.60846,                0.94829,                0.98479,                      1,                  0.995,                0.85336,                0.68974,                0.64156,                0.97932,             0.00063279,             0.00063279,             0.00063279
                    191,                0.52905,                0.58437,                0.92878,                0.98479,                      1,                  0.995,                0.85336,                0.68974,                0.64156,                0.97932,             0.00062729,             0.00062729,             0.00062729
                    192,                0.48375,                0.60233,                 0.9026,                0.97686,                      1,                  0.995,                  0.835,                0.74327,                0.63995,                 1.0296,             0.00062179,             0.00062179,             0.00062179
                    193,                0.57805,                0.60631,                0.94712,                0.97686,                      1,                  0.995,                  0.835,                0.74327,                0.63995,                 1.0296,             0.00061629,             0.00061629,             0.00061629
                    194,                0.56504,                 0.6283,                0.97938,                0.96696,                      1,                  0.995,                0.83591,                0.73883,                0.61002,                 1.0573,             0.00061079,             0.00061079,             0.00061079
                    195,                0.55305,                0.57499,                0.93823,                0.96696,                      1,                  0.995,                0.83591,                0.73883,                0.61002,                 1.0573,             0.00060529,             0.00060529,             0.00060529
                    196,                0.52963,                0.63061,                0.93529,                 0.9556,                      1,                  0.995,                0.84525,                0.67774,                 0.5899,                 1.0221,             0.00059979,             0.00059979,             0.00059979
                    197,                0.62887,                 0.7448,                0.97819,                 0.9556,                      1,                  0.995,                0.84525,                0.67774,                 0.5899,                 1.0221,             0.00059429,             0.00059429,             0.00059429
                    198,                0.48238,                0.58593,                0.90256,                0.94844,                0.99933,                  0.995,                0.88634,                0.63436,                0.53832,                0.99336,             0.00058878,             0.00058878,             0.00058878
                    199,                 0.5269,                0.56541,                0.95984,                0.94844,                0.99933,                  0.995,                0.88634,                0.63436,                0.53832,                0.99336,             0.00058328,             0.00058328,             0.00058328
                    200,                0.48233,                0.53604,                0.94355,                0.94033,                0.99572,                  0.995,                0.85836,                 0.6523,                0.56681,                0.98069,             0.00057778,             0.00057778,             0.00057778
                    201,                0.60518,                0.63699,                 1.0078,                0.94033,                0.99572,                  0.995,                0.85836,                 0.6523,                0.56681,                0.98069,             0.00057228,             0.00057228,             0.00057228
                    202,                0.50726,                0.55576,                0.91878,                0.93625,                0.99479,                  0.995,                0.85836,                0.67033,                0.57889,                0.97232,             0.00056678,             0.00056678,             0.00056678
                    203,                0.65231,                0.61895,                0.98473,                0.93625,                0.99479,                  0.995,                0.85836,                0.67033,                0.57889,                0.97232,             0.00056128,             0.00056128,             0.00056128
                    204,                0.61807,                0.71137,                  1.026,                0.94134,                0.99589,                  0.995,                0.86836,                0.64592,                0.58339,                 0.9551,             0.00055578,             0.00055578,             0.00055578
                    205,                0.55416,                0.58927,                0.94753,                0.94134,                0.99589,                  0.995,                0.86836,                0.64592,                0.58339,                 0.9551,             0.00055028,             0.00055028,             0.00055028
                    206,                0.57491,                0.57227,                0.96058,                 0.9475,                0.99695,                  0.995,                0.87773,                 0.6187,                0.59539,                0.95375,             0.00054478,             0.00054478,             0.00054478
                    207,                 0.5817,                0.61747,                0.97858,                 0.9475,                0.99695,                  0.995,                0.87773,                 0.6187,                0.59539,                0.95375,             0.00053927,             0.00053927,             0.00053927
                    208,                0.43995,                0.52853,                0.90663,                0.94917,                0.99364,                  0.995,                0.87113,                0.57826,                0.59086,                0.94612,             0.00053377,             0.00053377,             0.00053377
                    209,                0.51998,                0.53857,                0.90714,                0.94917,                0.99364,                  0.995,                0.87113,                0.57826,                0.59086,                0.94612,             0.00052827,             0.00052827,             0.00052827
                    210,                0.50944,                0.56923,                0.96061,                0.94531,                0.99264,                  0.995,                0.87036,                0.55292,                0.58377,                0.93941,             0.00052277,             0.00052277,             0.00052277
                    211,                0.49607,                0.53614,                0.88011,                0.94531,                0.99264,                  0.995,                0.87036,                0.55292,                0.58377,                0.93941,             0.00051727,             0.00051727,             0.00051727
                    212,                0.50606,                0.56062,                0.93192,                0.93624,                0.99157,                  0.995,                0.86035,                0.54984,                0.58265,                0.93779,             0.00051177,             0.00051177,             0.00051177
                    213,                0.50233,                0.58048,                0.92395,                0.93624,                0.99157,                  0.995,                0.86035,                0.54984,                0.58265,                0.93779,             0.00050627,             0.00050627,             0.00050627
                    214,                0.52118,                0.57474,                0.93506,                0.93497,                0.99068,                  0.995,                0.90032,                0.55848,                0.61751,                0.93992,             0.00050077,             0.00050077,             0.00050077
                    215,                0.48501,                0.53685,                0.94612,                0.93497,                0.99068,                  0.995,                0.90032,                0.55848,                0.61751,                0.93992,             0.00049527,             0.00049527,             0.00049527
                    216,                0.49604,                0.56191,                0.91736,                 0.9451,                 0.9915,                  0.995,                0.89312,                0.60241,                0.62519,                0.95518,             0.00048976,             0.00048976,             0.00048976
                    217,                0.43878,                0.57827,                0.91462,                 0.9451,                 0.9915,                  0.995,                0.89312,                0.60241,                0.62519,                0.95518,             0.00048426,             0.00048426,             0.00048426
                    218,                 0.4824,                0.57927,                0.90354,                0.94953,                0.99236,                  0.995,                0.88311,                0.65205,                0.59915,                0.97831,             0.00047876,             0.00047876,             0.00047876
                    219,                0.46676,                0.51214,                0.90532,                0.94953,                0.99236,                  0.995,                0.88311,                0.65205,                0.59915,                0.97831,             0.00047326,             0.00047326,             0.00047326
                    220,                0.50988,                0.55396,                0.96636,                0.94711,                0.99435,                  0.995,                0.87113,                0.66821,                0.56842,                 1.0195,             0.00046776,             0.00046776,             0.00046776
                    221,                0.45374,                0.51646,                0.90226,                0.94711,                0.99435,                  0.995,                0.87113,                0.66821,                0.56842,                 1.0195,             0.00046226,             0.00046226,             0.00046226
                    222,                0.46547,                0.50963,                0.89034,                0.94773,                0.99507,                  0.995,                0.87782,                0.64057,                0.56007,                 1.0429,             0.00045676,             0.00045676,             0.00045676
                    223,                 0.4974,                0.57056,                 0.9469,                0.94773,                0.99507,                  0.995,                0.87782,                0.64057,                0.56007,                 1.0429,             0.00045126,             0.00045126,             0.00045126
                    224,                 0.4488,                0.52977,                0.96056,                0.94193,                0.99304,                  0.995,                0.90313,                0.61622,                0.55222,                 1.0489,             0.00044576,             0.00044576,             0.00044576
                    225,                0.45961,                0.49631,                0.88568,                0.94193,                0.99304,                  0.995,                0.90313,                0.61622,                0.55222,                 1.0489,             0.00044025,             0.00044025,             0.00044025
                    226,                0.49096,                0.51634,                0.94814,                0.93221,                0.99084,                  0.995,                0.89336,                0.60961,                0.52571,                 1.0475,             0.00043475,             0.00043475,             0.00043475
                    227,                0.47008,                0.50555,                0.90481,                0.93221,                0.99084,                  0.995,                0.89336,                0.60961,                0.52571,                 1.0475,             0.00042925,             0.00042925,             0.00042925
                    228,                0.41523,                0.52532,                0.87585,                0.91941,                0.98867,                  0.995,                0.89336,                0.59012,                0.50964,                 1.0315,             0.00042375,             0.00042375,             0.00042375
                    229,                0.43821,                0.50363,                0.91118,                0.91941,                0.98867,                  0.995,                0.89336,                0.59012,                0.50964,                 1.0315,             0.00041825,             0.00041825,             0.00041825
                    230,                 0.4532,                0.49805,                0.87624,                0.96231,                0.93459,                  0.995,                0.90135,                0.59176,                0.51347,                 1.0157,             0.00041275,             0.00041275,             0.00041275
                    231,                0.40856,                0.50898,                 0.8791,                0.96231,                0.93459,                  0.995,                0.90135,                0.59176,                0.51347,                 1.0157,             0.00040725,             0.00040725,             0.00040725
                    232,                0.40451,                 0.4851,                 0.8811,                0.98112,                0.91849,                  0.995,                0.88615,                0.61465,                0.51616,                  1.009,             0.00040175,             0.00040175,             0.00040175
                    233,                0.43566,                0.48544,                0.92443,                0.98112,                0.91849,                  0.995,                0.88615,                0.61465,                0.51616,                  1.009,             0.00039625,             0.00039625,             0.00039625
                    234,                0.46916,                0.52987,                0.91568,                0.96871,                0.93252,                  0.995,                0.85312,                0.64011,                 0.5444,                0.99606,             0.00039074,             0.00039074,             0.00039074
                    235,                0.39481,                 0.5213,                 0.9168,                0.96871,                0.93252,                  0.995,                0.85312,                0.64011,                 0.5444,                0.99606,             0.00038524,             0.00038524,             0.00038524
                    236,                   0.47,                0.50319,                0.92022,                0.95985,                0.94136,                  0.995,                0.85778,                0.62324,                0.54947,                0.97959,             0.00037974,             0.00037974,             0.00037974
                    237,                0.47461,                0.50146,                0.92429,                0.95985,                0.94136,                  0.995,                0.85778,                0.62324,                0.54947,                0.97959,             0.00037424,             0.00037424,             0.00037424
                    238,                0.38825,                0.48051,                0.85067,                0.95862,                 0.9415,                  0.995,                0.85777,                0.59726,                0.53461,                0.97034,             0.00036874,             0.00036874,             0.00036874
                    239,                0.48562,                 0.5481,                0.90859,                0.95862,                 0.9415,                  0.995,                0.85777,                0.59726,                0.53461,                0.97034,             0.00036324,             0.00036324,             0.00036324
                    240,                0.45402,                0.49932,                0.90159,                0.93105,                0.97852,                  0.995,                 0.8781,                0.57345,                0.52591,                0.96926,             0.00035774,             0.00035774,             0.00035774
                    241,                0.45185,                0.57448,                0.89012,                0.93105,                0.97852,                  0.995,                 0.8781,                0.57345,                0.52591,                0.96926,             0.00035224,             0.00035224,             0.00035224
                    242,                0.47259,                 0.5045,                0.92896,                0.93529,                0.97163,                  0.995,                0.90623,                 0.5592,                0.53844,                0.97096,             0.00034674,             0.00034674,             0.00034674
                    243,                 0.4193,                0.48344,                0.88958,                0.93529,                0.97163,                  0.995,                0.90623,                 0.5592,                0.53844,                0.97096,             0.00034123,             0.00034123,             0.00034123
                    244,                0.39398,                 0.4886,                0.89585,                0.92864,                0.98959,                  0.995,                0.90312,                0.57153,                0.51768,                0.98481,             0.00033573,             0.00033573,             0.00033573
                    245,                0.36782,                0.49375,                0.86956,                0.92864,                0.98959,                  0.995,                0.90312,                0.57153,                0.51768,                0.98481,             0.00033023,             0.00033023,             0.00033023
                    246,                0.47189,                0.48384,                0.92518,                0.93626,                0.99026,                  0.995,                0.90312,                0.57579,                0.50107,                0.98951,             0.00032473,             0.00032473,             0.00032473
                    247,                0.43315,                0.50029,                 0.9309,                0.93626,                0.99026,                  0.995,                0.90312,                0.57579,                0.50107,                0.98951,             0.00031923,             0.00031923,             0.00031923
                    248,                0.46668,                0.48831,                0.92085,                0.93465,                0.99019,                  0.995,                0.90312,                0.56991,                0.49882,                0.98628,             0.00031373,             0.00031373,             0.00031373
                    249,                0.43547,                0.53603,                0.92212,                0.93465,                0.99019,                  0.995,                0.90312,                0.56991,                0.49882,                0.98628,             0.00030823,             0.00030823,             0.00030823
                    250,                0.41795,                0.46609,                0.87641,                0.92895,                 0.9898,                  0.995,                0.90312,                0.56789,                0.49939,                0.98271,             0.00030273,             0.00030273,             0.00030273
                    251,                0.46356,                0.49081,                 0.8957,                0.92895,                 0.9898,                  0.995,                0.90312,                0.56789,                0.49939,                0.98271,             0.00029723,             0.00029723,             0.00029723
                    252,                0.40796,                 0.4493,                0.91819,                0.92246,                0.98959,                  0.995,                0.90312,                0.56715,                 0.5066,                0.98085,             0.00029172,             0.00029172,             0.00029172
                    253,                 0.3948,                0.44263,                0.86486,                0.92246,                0.98959,                  0.995,                0.90312,                0.56715,                 0.5066,                0.98085,             0.00028622,             0.00028622,             0.00028622
                    254,                0.46792,                 0.5481,                0.96165,                0.91753,                0.98933,                  0.995,                0.90312,                0.57042,                0.50775,                0.97737,             0.00028072,             0.00028072,             0.00028072
                    255,                0.42627,                0.49848,                0.92111,                0.91753,                0.98933,                  0.995,                0.90312,                0.57042,                0.50775,                0.97737,             0.00027522,             0.00027522,             0.00027522
                    256,                0.44661,                0.49921,                 0.9016,                0.91433,                0.98895,                  0.995,                0.90312,                 0.5704,                0.48884,                0.96925,             0.00026972,             0.00026972,             0.00026972
                    257,                0.39781,                0.58457,                0.89885,                0.91433,                0.98895,                  0.995,                0.90312,                 0.5704,                0.48884,                0.96925,             0.00026422,             0.00026422,             0.00026422
                    258,                0.36512,                0.46161,                0.86574,                0.92044,                0.97883,                  0.995,                0.89026,                0.57668,                0.48088,                 0.9704,             0.00025872,             0.00025872,             0.00025872
                    259,                0.41713,                 0.4541,                0.90472,                0.92044,                0.97883,                  0.995,                0.89026,                0.57668,                0.48088,                 0.9704,             0.00025322,             0.00025322,             0.00025322
                    260,                0.42376,                0.45265,                0.90875,                 0.9454,                 0.9439,                  0.995,                0.89825,                0.58113,                0.49961,                0.97402,             0.00024772,             0.00024772,             0.00024772
                    261,                0.36294,                0.42028,                0.88516,                 0.9454,                 0.9439,                  0.995,                0.89825,                0.58113,                0.49961,                0.97402,             0.00024222,             0.00024222,             0.00024222
                    262,                0.35874,                 0.4137,                0.86686,                 0.9599,                0.92762,                  0.995,                0.89826,                0.58056,                0.50157,                0.97865,             0.00023671,             0.00023671,             0.00023671
                    263,                0.42888,                0.46336,                0.89465,                 0.9599,                0.92762,                  0.995,                0.89826,                0.58056,                0.50157,                0.97865,             0.00023121,             0.00023121,             0.00023121
                    264,                 0.3496,                0.43683,                0.89526,                0.95149,                0.93721,                  0.995,                0.89826,                0.55544,                0.48766,                0.97038,             0.00022571,             0.00022571,             0.00022571
                    265,                0.35828,                0.47255,                0.88452,                0.95149,                0.93721,                  0.995,                0.89826,                0.55544,                0.48766,                0.97038,             0.00022021,             0.00022021,             0.00022021
                    266,                 0.4014,                0.45055,                0.86561,                0.92004,                0.98118,                  0.995,                0.90314,                0.54366,                0.48617,                0.96089,             0.00021471,             0.00021471,             0.00021471
                    267,                0.37232,                0.44767,                0.89246,                0.92004,                0.98118,                  0.995,                0.90314,                0.54366,                0.48617,                0.96089,             0.00020921,             0.00020921,             0.00020921
                    268,                 0.4673,                0.49353,                0.95062,                0.92387,                0.98995,                  0.995,                0.90315,                0.54993,                0.50111,                0.95648,             0.00020371,             0.00020371,             0.00020371
                    269,                0.32813,                0.41345,                0.85142,                0.92387,                0.98995,                  0.995,                0.90315,                0.54993,                0.50111,                0.95648,             0.00019821,             0.00019821,             0.00019821
                    270,                0.44018,                0.48494,                0.93147,                0.93172,                0.99084,                  0.995,                0.90315,                0.56047,                0.50459,                0.95843,             0.00019271,             0.00019271,             0.00019271
                    271,                0.37348,                0.44569,                0.88553,                0.93172,                0.99084,                  0.995,                0.90315,                0.56047,                0.50459,                0.95843,              0.0001872,              0.0001872,              0.0001872
                    272,                0.39993,                0.51563,                0.91861,                0.93844,                0.99225,                  0.995,                0.90315,                0.57066,                0.48645,                 0.9614,              0.0001817,              0.0001817,              0.0001817
                    273,                0.37505,                0.46862,                 0.8919,                0.93844,                0.99225,                  0.995,                0.90315,                0.57066,                0.48645,                 0.9614,              0.0001762,              0.0001762,              0.0001762
                    274,                0.37259,                0.44838,                 0.8747,                 0.9446,                0.99397,                  0.995,                0.90315,                0.58145,                0.48787,                0.96019,              0.0001707,              0.0001707,              0.0001707
                    275,                0.45047,                0.49639,                0.90746,                 0.9446,                0.99397,                  0.995,                0.90315,                0.58145,                0.48787,                0.96019,              0.0001652,              0.0001652,              0.0001652
                    276,                0.34693,                0.42399,                0.86854,                 0.9482,                0.99532,                  0.995,                0.90315,                 0.5859,                0.49694,                0.95922,              0.0001597,              0.0001597,              0.0001597
                    277,                0.41457,                0.53193,                0.89078,                 0.9482,                0.99532,                  0.995,                0.90315,                 0.5859,                0.49694,                0.95922,              0.0001542,              0.0001542,              0.0001542
                    278,                0.39423,                0.47968,                 0.9126,                0.94097,                0.99298,                  0.995,                0.90315,                0.58112,                0.49791,                 0.9557,              0.0001487,              0.0001487,              0.0001487
                    279,                0.33665,                 0.4171,                0.88748,                0.94097,                0.99298,                  0.995,                0.90315,                0.58112,                0.49791,                 0.9557,              0.0001432,              0.0001432,              0.0001432
                    280,                0.37051,                0.41735,                0.90473,                0.93806,                0.99235,                  0.995,                0.90316,                0.57572,                0.48806,                0.95127,             0.00013769,             0.00013769,             0.00013769
                    281,                0.38158,                0.44039,                0.84549,                0.93806,                0.99235,                  0.995,                0.90316,                0.57572,                0.48806,                0.95127,             0.00013219,             0.00013219,             0.00013219
                    282,                  0.376,                0.44325,                0.86941,                0.93785,                0.99201,                  0.995,                0.90316,                0.57203,                0.49433,                0.94778,             0.00012669,             0.00012669,             0.00012669
                    283,                0.30685,                0.40985,                0.86597,                0.93785,                0.99201,                  0.995,                0.90316,                0.57203,                0.49433,                0.94778,             0.00012119,             0.00012119,             0.00012119
                    284,                0.33219,                0.42005,                0.83865,                0.93764,                0.99208,                  0.995,                0.90316,                0.57127,                0.49716,                0.94604,             0.00011569,             0.00011569,             0.00011569
                    285,                0.33674,                0.42131,                0.86424,                0.93764,                0.99208,                  0.995,                0.90316,                0.57127,                0.49716,                0.94604,             0.00011019,             0.00011019,             0.00011019
                    286,                0.31602,                0.44346,                0.82183,                0.94034,                0.99244,                  0.995,                0.90317,                0.56437,                0.49555,                0.94188,             0.00010469,             0.00010469,             0.00010469
                    287,                0.37864,                0.43469,                0.86636,                0.94034,                0.99244,                  0.995,                0.90317,                0.56437,                0.49555,                0.94188,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    288,                0.35311,                0.45332,                0.89694,                0.94368,                0.99363,                  0.995,                0.90317,                0.56115,                0.49342,                0.93859,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    289,                0.46398,                0.51102,                0.94044,                0.94368,                0.99363,                  0.995,                0.90317,                0.56115,                0.49342,                0.93859,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    290,                0.36669,                0.40752,                0.86267,                0.94501,                0.99379,                  0.995,                0.90317,                 0.5527,                0.49614,                0.93345,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    291,                0.30508,                0.46499,                0.84434,                0.94501,                0.99379,                  0.995,                0.90317,                 0.5527,                0.49614,                0.93345,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    292,                0.34068,                0.48398,                0.90602,                0.95744,                0.99991,                  0.995,                0.90317,                0.55291,                0.50089,                0.93211,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    293,                0.35246,                 0.4683,                0.83271,                0.95744,                0.99991,                  0.995,                0.90317,                0.55291,                0.50089,                0.93211,              6.618e-05,              6.618e-05,              6.618e-05
                    294,                0.28123,                0.45502,                0.81393,                0.96366,                      1,                  0.995,                0.90316,                0.54686,                0.50142,                 0.9295,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    295,                0.30766,                0.46983,                0.77213,                0.96366,                      1,                  0.995,                0.90316,                0.54686,                0.50142,                 0.9295,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    296,                0.36001,                0.48154,                0.80154,                0.96747,                      1,                  0.995,                0.90315,                 0.5428,                 0.4997,                 0.9279,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    297,                0.29869,                0.46084,                0.80423,                0.96747,                      1,                  0.995,                0.90315,                 0.5428,                 0.4997,                 0.9279,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    298,                0.32828,                0.48081,                0.84432,                0.97047,                      1,                  0.995,                0.90315,                0.54535,                0.50099,                0.92979,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    299,                0.28627,                0.44306,                0.79507,                0.97047,                      1,                  0.995,                0.90315,                0.54535,                0.50099,                0.92979,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    300,                0.29332,                0.44694,                0.83104,                0.97236,                      1,                  0.995,                0.90315,                0.54861,                0.50119,                0.93216,             2.7672e-05,             2.7672e-05,             2.7672e-05
